Year,Contract Number,Contract Type,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,Summary Score,SNP,Sanction Deduction
2012,H2803,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,Yes,No
2012,H2810,MA-PD,Local CCP,GROUP HEALTH OPTIONS,"Group Health Options, Inc.",Group Health Cooperative,3.5,N/A,No
2012,H2816,MA-PD,PFFS,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,Universal American Corp.,Not enough data to calculate summary score,N/A,No
2012,H2836,MA-PD,Local CCP,"ANTHEM HEALTH PLANS, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",Plan too new to be measured,N/A,No
2012,H2899,MA-PD,Local CCP,"ARCADIAN HEALTH PLAN OF NORTH CAROLINA, INC.",Southeast Community Care,Arcadian Management Services Inc.,2,Yes,No
2012,H2905,MA-PD,Local CCP,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC.","Sierra Health and Life Insurance Company, Inc.","UnitedHealth Group, Inc.",3,N/A,No
2012,H2906,MA-PD,Local CCP,HOMETOWN HEALTH PLAN,Senior Care Plus,Renown Health,4,N/A,No
2012,H2926,MA-PD,Local CCP,PRIMEWEST CTRL COUNTY-BASED PURCHASING INTIATIVE,PrimeWest Health,PrimeWest Central County-Based Purchasing Initiati,Not enough data to calculate summary score,Yes,No
2012,H2931,MA-PD,Local CCP,"HEALTH PLAN OF NEVADA, INC.","Health Plan of Nevada, Inc.","UnitedHealth Group, Inc.",3.5,No,No
2012,H2944,MA-PD,PFFS,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,N/A,No
2012,H2949,MA-PD,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,3.5,Yes,No
2012,H2960,MA-PD,Local CCP,HOMETOWN HEALTH PLAN,Senior Care Plus,Renown Health,4,No,No
2012,H2997,MA-PD,Local CCP,"ROCKY MOUNTAIN HOSPITAL AND MEDICAL SERVICES, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",2.5,N/A,No
2012,H3028,MA-PD,Local CCP,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,3,N/A,No
2012,H3044,MA-PD,Local CCP,"NHP OF INDIANA, LLC",Welborn Health Plans,"Neighborhood Health Providers, Inc.",3.5,N/A,No
2012,H3107,MA-PD,Local CCP,"OXFORD HEALTH PLANS (NJ), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",2.5,No,No
2012,H3113,MA-PD,Local CCP,"OXFORD HEALTH PLANS (NJ), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",Not enough data to calculate summary score,Yes,No
2012,H3132,MA-PD,Local CCP,"AHF MCO OF FLORIDA, INC.",AHF,AIDS Healthcare Foundation,4.5,Yes,No
2012,H3144,MA-PD,Local CCP,"COVENTRY HEALTH CARE OF ILLINOIS, INC.","Coventry Health Care of Illinois, Inc.",Aetna Inc.,Plan too new to be measured,N/A,No
2012,H3152,MA-PD,Local CCP,"AETNA HEALTH, INC. (NJ)",Aetna Medicare,Aetna Inc.,3,No,No
2012,H3154,MA-PD,Local CCP,"HORIZON HEALTHCARE OF NEW JERSEY, INC.","Horizon Blue Cross Blue Shield of New Jersey, Inc.","Horizon Healthcare Services, Inc.",3.5,Yes,No
2012,H3156,MA-PD,Local CCP,"AMERIHEALTH HMO, INC.",AmeriHealth 65 Preferred HMO,Independence Blue Cross,3.5,N/A,No
2012,H3164,MA-PD,Local CCP,"AMERICHOICE OF NEW JERSEY, INC",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",2.5,Yes,No
2012,H3204,MA-PD,Local CCP,PRESBYTERIAN HEALTH PLAN,Presbyterian Senior Care (HMO),Presbyterian Healthcare Services,4,N/A,No
2012,H3206,MA-PD,Local CCP,"PRESBYTERIAN INSURANCE COMPANY, INC.",Presbyterian MediCare PPO,Presbyterian Healthcare Services,3,N/A,No
2012,H3209,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,Yes,No
2012,H3240,MA-PD,Local CCP,"AMERIGROUP NEW JERSEY, INC.",Amerigroup Community Care,"WellPoint, Inc.",2.5,Yes,No
2012,H3251,MA-PD,Local CCP,"LOVELACE HEALTH SYSTEM, INC.",Lovelace Medicare Plan,Ardent Health Services.,4,N/A,No
2012,H3283,MA-PD,Local CCP,MEDICA HEALTH PLANS,Medica Health Plans,Medica Holding Company,Plan too new to be measured,N/A,No
2012,H3305,MA-PD,Local CCP,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,"MVP Health Care, Inc.",4.5,N/A,No
2012,H3307,MA-PD,Local CCP,"OXFORD HEALTH PLANS (NY), INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,Yes,No
2012,H3312,MA-PD,Local CCP,"AETNA HEALTH, INC. (NY)",Aetna Medicare,Aetna Inc.,3,N/A,No
2012,H3327,MA-PD,Local CCP,"TOUCHSTONE HEALTH HMO, INC.",Touchstone Health,"Touchstone Health Partnership, Inc",2.5,Yes,No
2012,H3328,MA-PD,Local CCP,"THE NEW YORK STATE CATHOLIC HEALTH PLAN, INC.",Fidelis Care,"The New York State Catholic Health Plan, Inc.",2.5,Yes,No
2012,H3330,MA-PD,Local CCP,HEALTH INSURANCE PLAN OF GREATER NEW YORK,EmblemHealth Medicare HMO,"EmblemHealth, Inc.",3.5,Yes,No
2012,H3333,MA-PD,PFFS,AMERICAN PROGRESSIVE LIFE & HLTH INS COMPANY OF NY,Universal American Corp.,Universal American Corp.,2.5,N/A,No
2012,H3335,MA-PD,Local CCP,"EXCELLUS HEALTH PLAN, INC.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",4.5,N/A,No
2012,H3337,MA-PD,Local CCP,"LIBERTY HEALTH ADVANTAGE, INC.",Liberty Health Advantage,"Liberty Health Advantage, Inc.",2.5,Yes,No
2012,H3342,MA-PD,Local CCP,"EMPIRE HEALTHCHOICE ASSURANCE, INC.",Empire BlueCross BlueShield,"WellPoint, Inc.",3,N/A,No
2012,H3344,MA-PD,Local CCP,INDEPENDENT HEALTH BENEFITS CORPORATION,Independent Health,"Independent Health Association, Inc.",4,N/A,No
2012,H3346,MA-PD,Local CCP,"MVP HEALTH PLAN, INC.",MVP HEALTH CARE,"MVP Health Care, Inc.",4,N/A,No
2012,H3347,MA-PD,Local CCP,"ELDERPLAN, INC.",Elderplan,"Elderplan, Inc.",3,Yes,No
2012,H3351,MA-PD,Local CCP,"EXCELLUS HEALTH PLAN, INC.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",4.5,N/A,No
2012,H3356,MA-PD,1876 Cost,"EXCELLUS HEALTH PLAN, INC.",Excellus BlueCross BlueShield,"Lifetime Healthcare, Inc.",4,N/A,No
2012,H3359,MA-PD,Local CCP,"MANAGED HEALTH, INC.",Healthfirst Medicare Plan,"Healthfirst, Inc.",3,Yes,No
2012,H3361,MA-PD,Local CCP,"WELLCARE OF NEW YORK, INC.",WellCare,"WellCare Health Plans, Inc.",3,Yes,No
2012,H3362,MA-PD,Local CCP,"INDEPENDENT HEALTH ASSOCIATION, INC.",Independent Health,"Independent Health Association, Inc.",4.5,Yes,No
2012,H3370,MA-PD,Local CCP,"EMPIRE HEALTHCHOICE HMO, INC.",Empire BlueCross BlueShield,"WellPoint, Inc.",3,No,No
2012,H3379,MA-PD,Local CCP,"UNITEDHEALTHCARE OF NEW YORK, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,Yes,No
2012,H3384,MA-PD,Local CCP,HEALTHNOW NEW YORK INC.,BCBS of WNY/BS of NENY/HealthNow New York Inc.,HealthNow New York Inc.,4,No,No
2012,H3387,MA-PD,Local CCP,"UNITEDHEALTHCARE OF NEW YORK, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",2.5,Yes,No
2012,H3388,MA-PD,Local CCP,"CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN, INC.",CDPHP Medicare Choices,"Capital District Physicians' Health Plan, Inc.",4.5,No,No
2012,H3404,MA-PD,Local CCP,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,Blue Cross and Blue Shield of North Carolina,3.5,N/A,No
2012,H3405,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,No,No
2012,H3410,MA-PD,PFFS,STERLING LIFE INSURANCE COMPANY,WindsorSterling,Munich American Holding Corporation,Not enough data to calculate summary score,N/A,No
2012,H3421,MA-PD,PFFS,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Health Plans, Inc.","America's 1st Choice Holdings of S.C., LLC",Not enough data to calculate summary score,N/A,No
2012,H3449,MA-PD,Local CCP,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,Blue Cross and Blue Shield of North Carolina,3.5,N/A,No
2012,H3456,MA-PD,Local CCP,"UNITEDHEALTHCARE OF NORTH CAROLINA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,Yes,No
2012,H3528,MA-PD,Local CCP,"CONNECTICARE, INC.","ConnectiCare, Inc.","EmblemHealth, Inc.",3.5,No,No
2012,H3533,MA-PD,Local CCP,"HUMANA HEALTH COMPANY OF NEW YORK, INC.","Humana Health Company of New York, Inc.",Humana Inc.,3,Yes,No
2012,H3597,MA-PD,Local CCP,"AETNA HEALTH, INC. (ME)",Aetna Medicare,Aetna Inc.,3.5,N/A,No
2012,H3619,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3.5,No,No
2012,H3620,MA-PD,Local CCP,AULTCARE INSURANCE COMPANY,PrimeTime Health Plan,Aultman Health Foundation,3.5,N/A,No
2012,H3623,MA-PD,Local CCP,"AETNA HEALTH,  INC. (PA)",Aetna Medicare,Aetna Inc.,2.5,N/A,No
2012,H3653,MA-PD,Local CCP,"PARAMOUNT CARE, INC.",Paramount Elite,Promedica Health System,3,No,No
2012,H3655,MA-PD,Local CCP,COMMUNITY INSURANCE COMPANY,Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,N/A,No
2012,H3659,MA-PD,Local CCP,"UNITEDHEALTHCARE OF OHIO, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,Yes,No
2012,H3660,MA-PD,Local CCP,SUMMACARE INC.,SummaCare Medicare Advantage Plans,Summa Health System,4.5,No,No
2012,H3664,MA-PD,Local CCP,AULTCARE INSURANCE COMPANY,PrimeTime Health Plan,Aultman Health Foundation,3.5,N/A,No
2012,H3668,MA-PD,Local CCP,"MOUNT CARMEL HEALTH PLAN, INC.",MediGold,Trinity Health,4,N/A,No
2012,H3672,MA-PD,Local CCP,HOMETOWN HEALTH PLAN,The Health Plan,Health Plan of the Upper Ohio Valley,3.5,N/A,No
2012,H3706,MA-PD,Local CCP,"TODAYS OPTIONS OF OKLAHOMA, INC.",Universal American Corp.,Universal American Corp.,2.5,N/A,No
2012,H3708,MA-PD,Local CCP,"SELECTCARE OF OKLAHOMA, INC.",Universal American Corp.,Universal American Corp.,Not enough data to calculate summary score,Yes,No
2012,H3749,MA-PD,Local CCP,"UNITEDHEALTHCARE OF OKLAHOMA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,No,No
2012,H3755,MA-PD,Local CCP,"COMMUNITY CARE HMO, INC",CommunityCare Senior Health Plan (HMO),"CommunityCare Managed Healthcare Plans of OK, Inc.",3.5,N/A,No
2012,H3805,MA-PD,Local CCP,"UNITEDHEALTHCARE OF OREGON, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,N/A,No
2012,H3810,MA-PD,Local CCP,MID ROGUE INDEPENDENT PHYSICIAN ASSOCIATION,CareSource,Mid Rogue IPA Holding Company,4.5,Yes,No
2012,H3811,MA-PD,Local CCP,"SAMARITAN HEALTH PLANS, INC.",Samaritan Advantage Health Plan,Samaritan Health Services,4,Yes,No
2012,H3812,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,Yes,No
2012,H3813,MA-PD,Local CCP,"MODA HEALTH PLAN, INC.","MODA Health Plan, Inc.","Health Services Group, Inc.",4.5,N/A,No
2012,H3814,MA-PD,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,3.5,Yes,No
2012,H3815,MA-PD,Local CCP,CITIZENS CHOICE HEALTHPLAN,Citizens Choice Healthplan,Honored Citizens Choice Health Plan,2.5,N/A,No
2012,H3817,MA-PD,Local CCP,REGENCE BLUECROSS BLUESHIELD OF OREGON,Regence BlueCross BlueShield of Oregon,"Cambia Health Solutions, Inc.",4,N/A,No
2012,H3818,MA-PD,Local CCP,"FAMILYCARE HEALTH PLANS, INC.","FamilyCare Health Plans, Inc.",FamilyCare Incorporated,3,Yes,No
2012,H3832,MA-PD,Local CCP,HAWAII MEDICAL SERVICE ASSOCIATION,Akamai Advantage by HMSA,Hawaii Medical Service Association,Not enough data to calculate summary score,N/A,No
2012,H3864,MA-PD,Local CCP,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Medicare,PacificSource Health Plans,4,N/A,No
2012,H3887,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",2.5,Yes,No
2012,H3907,MA-PD,Local CCP,"UPMC HEALTH PLAN, INC.",UPMC Health Plan,University of Pittsburgh Medical Center,4,Yes,No
2012,H3909,MA-PD,Local CCP,QCC INSURANCE COMPANY,Personal Choice 65 PPO,Independence Blue Cross,3.5,N/A,No
2012,H3912,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,Yes,No
2012,H3916,MA-PD,Local CCP,HIGHMARK HEALTH SERVICES,Highmark Health Services,Highmark,3.5,N/A,No
2012,H3920,MA-PD,Local CCP,"UNITEDHEALTHCARE OF PENNSYLVANIA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,Yes,No
2012,H3921,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,No,No
2012,H3923,MA-PD,Local CCP,CAPITAL ADVANTAGE INSURANCE COMPANY,Capital Advantage Insurance Company,Capital BlueCross,4.5,N/A,No
2012,H3924,MA-PD,Local CCP,GEISINGER INDEMNITY INSURANCE COMPANY,Geisinger Gold,Geisinger Health System,3.5,No,No
2012,H3931,MA-PD,Local CCP,"AETNA HEALTH, INC, (PA)",Aetna Medicare,Aetna Inc.,3.5,No,No
2012,H3949,MA-PD,Local CCP,"BRAVO HEALTH PENNSYLVANIA, INC.",Cigna-HealthSpring,CIGNA,3,Yes,No
2012,H3952,MA-PD,Local CCP,"KEYSTONE HEALTH PLAN EAST, INC.",Keystone 65 HMO,Independence Blue Cross,3.5,No,No
2012,H3954,MA-PD,Local CCP,GEISINGER HEALTH PLAN,Geisinger Gold,Geisinger Health System,4.5,Yes,No
2012,H3957,MA-PD,Local CCP,"KEYSTONE HEALTH PLAN WEST, INC.","Keystone Health Plan West, Inc.",Highmark,3.5,Yes,No
2012,H3959,MA-PD,Local CCP,"HEALTHAMERICA PENNSYLVANIA, INC.",HealthAmerica,Aetna Inc.,3.5,No,No
2012,H3962,MA-PD,Local CCP,"KEYSTONE HEALTH PLAN CENTRAL, INC.","Keystone Health Plan Central, Inc.",Capital BlueCross,4.5,N/A,No
2012,H3964,MA-PD,Local CCP,"BRAVO HEALTH PENNSYLVANIA, INC.",Bravo Health,"HealthSpring, Inc.",2.5,Yes,No
2012,H4003,MA-PD,Local CCP,"MMM HEALTHCARE, INC.",Medicare y Mucho Mßs,InnovaCare Inc.,2.5,Yes,No
2012,H4004,MA-PD,Local CCP,"PREFERRED MEDICARE CHOICE, INC.","Preferred Medicare Choice, Inc.",InnovaCare Inc.,2.5,Yes,No
2012,H4005,MA-PD,Local CCP,"TRIPLE-S SALUD, INC.","Triple-S Salud, Inc.",Triple-S Management Corporation,2,N/A,No
2012,H4006,MA-PD,Local CCP,"MCS ADVANTAGE, INC.",MCS Classicare,"Medical Card System, Inc.",2.5,Yes,No
2012,H4007,MA-PD,Local CCP,"HUMANA HEALTH PLANS OF PUERTO RICO, INC.","HUMANA HEALTH PLANS OF PUERTO RICO, INC.",Humana Inc.,2.5,Yes,No
2012,H4011,MA-PD,Local CCP,"FIRST MEDICAL HEALTH PLAN, INC.","First Medical Health Plan, Inc.","First Medical Health Plan, Inc.",2.5,N/A,No
2012,H4012,MA-PD,Local CCP,"TRIPLE-S SALUD, INC.","Triple-S Salud, Inc.",Triple-S Management Corporation,2.5,Yes,No
2012,H4036,MA-PD,Local CCP,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3.5,N/A,No
2012,H4102,MA-PD,Local CCP,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,N/A,No
2012,H4123,MA-PD,Local CCP,"MERCYCARE HMO, INC.",MercyCare Health Plans,"Mercy Alliance, Inc.",Plan too new to be measured,Yes,No
2012,H4125,MA-PD,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,3,No,No
2012,H4141,MA-PD,Local CCP,"HUMANA EMPLOYERS HEALTH PLAN OF GEORGIA, INC.","Humana Employers Health Plan of Georgia, Inc.",Humana Inc.,3,Yes,No
2012,H4152,MA-PD,Local CCP,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,Blue Cross & Blue Shield of Rhode Island,Blue Cross & Blue Shield of Rhode Island,3,No,No
2012,H4155,MA-PD,Local CCP,PUBLIC HEALTH TRUST OF MIAMI-DADE COUNTY,JMH Health Plan,Public Health Trust of Miami-Dade County,3,Yes,No
2012,H4199,MA-PD,Local CCP,"FLORIDA HEALTHCARE PLUS, INC.",FLORIDA HEALTHCARE PLUS,"Florida Healthcare Plus, Inc.",Plan too new to be measured,N/A,No
2012,H4209,MA-PD,Local CCP,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,Blue Cross Blue Shield of South Carolina,BlueCross BlueShield of South Carolina (BCBSSC),2.5,N/A,No
2012,H4211,MA-PD,Local CCP,"AMGP GEORGIA MANAGED CARE COMPANY, INC.",Amerigroup,"WellPoint, Inc.",Plan too new to be measured,Yes,No
2012,H4213,MA-PD,PFFS,USABLE MUTUAL INSURANCE COMPANY,ARKANSAS BLUE CROSS AND BLUE SHIELD,USAble Mutual Insurance Company,3,N/A,No
2012,H4268,MA-PD,PFFS,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.",America's 1st Choice Insurance Company of NC,"America's 1st Choice Holdings of N.C., LLC",Not enough data to calculate summary score,N/A,No
2012,H4270,MA-PD,Local CCP,"UCARE HEALTH, INC.",UCare,UCare Minnesota,4.5,N/A,No
2012,H4279,MA-PD,Local CCP,"UPMC FOR YOU, INC",UPMC for You,University of Pittsburgh Medical Center,Plan too new to be measured,Yes,No
2012,H4346,MA-PD,Local CCP,CAREMORE HEALTH PLAN OF NEVADA,CareMore Health Plan of Nevada,"WellPoint, Inc.",3,Yes,No
2012,H4406,MA-PD,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",2.5,No,No
2012,H4407,MA-PD,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,2.5,Yes,No
2012,H4408,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,No,No
2012,H4454,MA-PD,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,3,Yes,No
2012,H4456,MA-PD,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,No,No
2012,H4461,MA-PD,Local CCP,CARITEN HEALTH PLAN INC.,"Cariten Health Plan, Inc.",Humana Inc.,3,Yes,No
2012,H4506,MA-PD,Local CCP,"SELECTCARE OF TEXAS, INC.",Universal American Corp.,Universal American Corp.,3,No,No
2012,H4510,MA-PD,Local CCP,"HUMANA HEALTH PLAN OF TEXAS, INC.","HUMANA HEALTH PLAN OF TEXAS, INC.",Humana Inc.,3,Yes,No
2012,H4513,MA-PD,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,2.5,Yes,No
2012,H4514,MA-PD,Local CCP,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC",UnitedHealthcare,"UnitedHealth Group, Inc.",2.5,Yes,No
2012,H4520,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,2.5,No,No
2012,H4522,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,Yes,No
2012,H4523,MA-PD,Local CCP,"AETNA HEALTH, INC. (TX)",Aetna Medicare,Aetna Inc.,2.5,No,No
2012,H4524,MA-PD,Local CCP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,2.5,N/A,No
2012,H4525,MA-PD,Local CCP,"SHA, L.L.C",FirstCare Advantage,Covenant Health - Hendrick Medical Center,3,Yes,No
2012,H4527,MA-PD,Local CCP,PHYSICIANS HEALTH CHOICE OF TEXAS LLC,PHYSICIANS HEALTH CHOICE,"UnitedHealth Group, Inc.",3,Yes,No
2012,H4528,MA-PD,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,2.5,Yes,No
2012,H4529,MA-PD,Local CCP,"ARCADIAN HEALTH PLAN, INC.",Texas Community Care,Arcadian Management Services Inc.,2.5,Yes,No
2012,H4564,MA-PD,1876 Cost,SCOTT AND WHITE HEALTH PLAN,Scott and White Health Plan SeniorCare,Scott and White Healthcare,4.5,N/A,No
2012,H4590,MA-PD,Local CCP,"UNITEDHEALTHCARE BENEFITS OF TEXAS, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,Yes,No
2012,H4604,MA-PD,Local CCP,"UNITEDHEALTHCARE OF UTAH, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,No,No
2012,H4605,MA-PD,Local CCP,REGENCE BLUECROSS BLUESHIELD OF UTAH,Regence BlueCross BlueShield of Utah,"Cambia Health Solutions, Inc.",3.5,N/A,No
2012,H4606,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,No,No
2012,H4738,MA-PD,Local CCP,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Health Plans, Inc.","America's 1st Choice Holdings of S.C., LLC",Not enough data to calculate summary score,N/A,No
2012,H4754,MA-PD,Local CCP,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Medicare,PacificSource Health Plans,4.5,N/A,No
2012,H4785,MA-PD,PFFS,"HUMANA HEALTH BENEFIT PLAN OF LOUISIANA, INC.","Humana Health Benefit Plan of Louisiana, Inc.",Humana Inc.,Not enough data to calculate summary score,N/A,No
2012,H4837,MA-PD,Local CCP,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",2.5,Yes,No
2012,H4866,MA-PD,Local CCP,CUATRO LLC,Access Medicare,Cuatro LLC.,Not enough data to calculate summary score,No,No
2012,H4875,MA-PD,Local CCP,PRIORITY HEALTH,Priority Health Medicare,Spectrum Health System,3.5,N/A,No
2012,H4909,MA-PD,Local CCP,"ANTHEM HEALTH PLANS OF VIRGINIA, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,No,No
2012,H4910,MA-PD,Local CCP,"AETNA HEALTH, INC. (PA)",Aetna Medicare,Aetna Inc.,Not enough data to calculate summary score,N/A,No
2012,H4956,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,2.5,N/A,No
2012,H4971,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,No,No
2012,H5005,MA-PD,Local CCP,"UNITEDHEALTHCARE OF WASHINGTON, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,N/A,No
2012,H5006,MA-PD,PFFS,STERLING LIFE INSURANCE COMPANY,WindsorSterling,Munich American Holding Corporation,2.5,N/A,No
2012,H5008,MA-PD,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3.5,Yes,No
2012,H5009,MA-PD,Local CCP,REGENCE BLUESHIELD,Regence BlueShield,"Cambia Health Solutions, Inc.",4,N/A,No
2012,H5010,MA-PD,Local CCP,ASURIS NORTHWEST HEALTH,Asuris Northwest Health,"Cambia Health Solutions, Inc.",4,N/A,No
2012,H5016,MA-PD,Local CCP,PROVIDENCE HEALTH PLANS,Providence Health Plans,Providence Health & Services,Not enough data to calculate summary score,N/A,No
2012,H5041,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,N/A,No
2012,H5042,MA-PD,Local CCP,"CDPHP UNIVERSAL BENEFITS, INC.",CDPHP Medicare Choices,"Capital District Physicians' Health Plan, Inc.",4.5,N/A,No
2012,H5050,MA-PD,Local CCP,GROUP HEALTH COOPERATIVE,Group Health Cooperative,Group Health Cooperative,5,Yes,No
2012,H5087,MA-PD,Local CCP,EASY CHOICE HEALTH PLAN INC.,Easy Choice Health Plan,"WellCare Health Plans, Inc.",2.5,Yes,No
2012,H5096,MA-PD,Local CCP,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.","Universal Health Care Insurance Company, Inc.","Universal Health Care Group, Inc.",Plan too new to be measured,N/A,No
2012,H5106,MA-PD,Local CCP,HM HEALTH INSURANCE COMPANY,Highmark Health Insurance Company,Highmark,3.5,N/A,No
2012,H5151,MA-PD,Local CCP,HEALTH PLAN OF THE UPPER OHIO VALLEY,The Health Plan,Health Plan of the Upper Ohio Valley,3.5,N/A,No
2012,H5162,MA-PD,Local CCP,STERLING LIFE INSURANCE COMPANY,WindsorSterling,Munich American Holding Corporation,Not enough data to calculate summary score,Yes,No
2012,H5206,MA-PD,Local CCP,"PARTNERSHIP HEALTH PLAN, INC.",Community Health Partnership,"Community Health Partnership, Inc.",4,Yes,No
2012,H5207,MA-PD,Local CCP,"COMMUNITY CARE HEALTH PLAN, INC.",Community Care,"Community Care, Inc.",Not enough data to calculate summary score,Yes,No
2012,H5209,MA-PD,Local CCP,"CARE WISCONSIN HEALTH PLAN, INC.","Care Wisconsin Health Plan, Inc.","Care Wisconsin First, Inc.",4,Yes,No
2012,H5211,MA-PD,Local CCP,"SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.",Marshfield Clinic.,4.5,N/A,No
2012,H5214,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,No,No
2012,H5215,MA-PD,Local CCP,NETWORK HEALTH INSURANCE CORPORATION,Network Health Medicare Advantage Plans,"Ministry Health Care, Inc.",4.5,Yes,No
2012,H5216,MA-PD,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,4,No,No
